id,title,category,subcategory,parent_id,difficulty,importance,game_phases,aliases,related_concepts,review_status
king_attack.opposite_side_castling_attack,Opposite-Side Castling Attack,King Attack,King-Attack Methods,,beginner,7,middlegame,,king_attack.attacking_a_castled_king|king_attack.same_side_castling_attack,ontology_only
king_attack.same_side_castling_attack,Same-Side Castling Attack,King Attack,King-Attack Methods,,beginner,7,middlegame,,king_attack.opposite_side_castling_attack|king_attack.weak_pawn_shield,ontology_only
king_attack.weak_pawn_shield,Weak Pawn Shield,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.same_side_castling_attack|king_attack.missing_shield_pawn,ontology_only
king_attack.missing_shield_pawn,Missing Shield Pawn,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.weak_pawn_shield|king_attack.open_file_toward_the_king,ontology_only
king_attack.open_file_toward_the_king,Open File toward the King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.missing_shield_pawn|king_attack.open_diagonal_toward_the_king,ontology_only
king_attack.open_diagonal_toward_the_king,Open Diagonal toward the King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.open_file_toward_the_king|king_attack.dark_square_king_attack,ontology_only
king_attack.dark_square_king_attack,Dark-Square King Attack,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.open_diagonal_toward_the_king|king_attack.light_square_king_attack,ontology_only
king_attack.light_square_king_attack,Light-Square King Attack,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.dark_square_king_attack|king_attack.sacrifice_to_expose_the_king,ontology_only
king_attack.sacrifice_to_expose_the_king,Sacrifice to Expose the King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.light_square_king_attack|king_attack.attacking_piece_superiority,ontology_only
king_attack.attacking_piece_superiority,Attacking-Piece Superiority,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.sacrifice_to_expose_the_king|king_attack.king_hunt,ontology_only
king_attack.king_hunt,King Hunt,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.attacking_piece_superiority|king_attack.mating_net_construction,ontology_only
king_attack.mating_net_construction,Mating Net Construction,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.king_hunt|king_attack.attack_against_the_king_in_the_centre,ontology_only
king_attack.attack_against_the_king_in_the_centre,Attack against the King in the Centre,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.mating_net_construction|king_attack.attack_after_same_side_castling,ontology_only
king_attack.attack_after_same_side_castling,Attack after Same-Side Castling,King Attack,King-Attack Methods,,beginner,7,middlegame,,king_attack.attack_against_the_king_in_the_centre|king_attack.attack_after_opposite_side_castling,ontology_only
king_attack.attack_after_opposite_side_castling,Attack after Opposite-Side Castling,King Attack,King-Attack Methods,,beginner,7,middlegame,,king_attack.attack_after_same_side_castling|king_attack.pawn_storm,ontology_only
king_attack.pawn_storm,Pawn Storm,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.attack_after_opposite_side_castling|king_attack.opening_lines_toward_the_king|pawn_play.pawn_storm,ontology_only
king_attack.opening_lines_toward_the_king,Opening Lines toward the King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.pawn_storm|king_attack.open_h_file,ontology_only
king_attack.open_h_file,Open h-File,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.opening_lines_toward_the_king|king_attack.open_g_file,ontology_only
king_attack.open_g_file,Open g-File,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.open_h_file|king_attack.weak_back_rank,ontology_only
king_attack.weak_back_rank,Weak Back Rank,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.open_g_file|king_attack.sacrifice_to_open_the_king,ontology_only
king_attack.sacrifice_to_open_the_king,Sacrifice to Open the King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.weak_back_rank|king_attack.greek_gift,ontology_only
king_attack.greek_gift,Greek Gift,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.sacrifice_to_open_the_king|king_attack.mating_net,ontology_only
king_attack.mating_net,Mating Net,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.greek_gift|king_attack.bringing_the_queen_into_the_attack|tactics.mating_net,ontology_only
king_attack.bringing_the_queen_into_the_attack,Bringing the Queen into the Attack,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.mating_net|king_attack.bringing_the_rook_into_the_attack,ontology_only
king_attack.bringing_the_rook_into_the_attack,Bringing the Rook into the Attack,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.bringing_the_queen_into_the_attack|king_attack.rook_lift_in_a_king_attack,ontology_only
king_attack.rook_lift_in_a_king_attack,Rook Lift in a King Attack,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.bringing_the_rook_into_the_attack|king_attack.king_safety_differential,ontology_only
defence.active_defence,Active Defence,Defence,Defensive Methods,,intermediate,7,universal,,defence.reducing_the_opponents_options|defence.passive_defence,ontology_only
defence.passive_defence,Passive Defence,Defence,Defensive Methods,,intermediate,7,universal,,defence.active_defence|defence.counterplay,ontology_only
defence.counterplay,Counterplay,Defence,Defensive Methods,,intermediate,7,universal,,defence.passive_defence|defence.counterattack,ontology_only
defence.counterattack,Counterattack,Defence,Defensive Methods,,intermediate,7,universal,,defence.counterplay|defence.simplification_as_defence|tactics.counterattack,ontology_only
defence.simplification_as_defence,Simplification as Defence,Defence,Defensive Methods,,intermediate,7,universal,,defence.counterattack|defence.exchange_of_attacking_pieces,ontology_only
defence.exchange_of_attacking_pieces,Exchange of Attacking Pieces,Defence,Defensive Methods,,intermediate,7,universal,,defence.simplification_as_defence|defence.returning_material,ontology_only
defence.returning_material,Returning Material,Defence,Defensive Methods,,beginner,7,universal,,defence.exchange_of_attacking_pieces|defence.defensive_sacrifice,ontology_only
defence.defensive_sacrifice,Defensive Sacrifice,Defence,Defensive Methods,,intermediate,7,universal,,defence.returning_material|defence.blockade,ontology_only
defence.blockade,Blockade,Defence,Defensive Methods,,intermediate,7,universal,,defence.defensive_sacrifice|defence.fortress|positional.blockade,ontology_only
defence.fortress,Fortress,Defence,Defensive Methods,,advanced,7,universal,,defence.blockade|defence.perpetual_check|drawing_mechanisms.fortress,ontology_only
defence.perpetual_check,Perpetual Check,Defence,Defensive Methods,,intermediate,7,universal,,defence.fortress|defence.stalemate|tactics.perpetual_check|queen_endgames.perpetual_check,ontology_only
defence.stalemate,Stalemate,Defence,Defensive Methods,,intermediate,7,universal,,defence.perpetual_check|defence.repetition|drawing_mechanisms.stalemate,ontology_only
defence.repetition,Repetition,Defence,Defensive Methods,,intermediate,7,universal,,defence.stalemate|defence.creating_luft,ontology_only
defence.creating_luft,Creating Luft,Defence,Defensive Methods,,intermediate,7,universal,,defence.repetition|defence.king_evacuation,ontology_only
defence.king_evacuation,King Evacuation,Defence,Defensive Methods,,intermediate,7,universal,,defence.creating_luft|defence.closing_lines,ontology_only
defence.closing_lines,Closing Lines,Defence,Defensive Methods,,intermediate,7,universal,,defence.king_evacuation|defence.challenging_the_attackers_centre,ontology_only
defence.challenging_the_attackers_centre,Challenging the Attacker’s Centre,Defence,Defensive Methods,,intermediate,7,universal,,defence.closing_lines|defence.eliminating_the_strongest_attacker,ontology_only
defence.eliminating_the_strongest_attacker,Eliminating the Strongest Attacker,Defence,Defensive Methods,,intermediate,7,universal,,defence.challenging_the_attackers_centre|defence.defensive_prophylaxis,ontology_only
defence.defensive_prophylaxis,Defensive Prophylaxis,Defence,Defensive Methods,,intermediate,7,universal,,defence.eliminating_the_strongest_attacker|defence.overprotection,ontology_only
defence.overprotection,Overprotection,Defence,Defensive Methods,,intermediate,7,universal,,defence.defensive_prophylaxis|defence.consolidation|prophylaxis.overprotection,ontology_only
defence.consolidation,Consolidation,Defence,Defensive Methods,,intermediate,7,universal,,defence.overprotection|defence.neutralizing_the_initiative|conversion.consolidation,ontology_only
defence.neutralizing_the_initiative,Neutralizing the Initiative,Defence,Defensive Methods,,intermediate,7,universal,,defence.consolidation|defence.defending_a_worse_position,ontology_only
defence.defending_a_worse_position,Defending a Worse Position,Defence,Defensive Methods,,intermediate,7,universal,,defence.neutralizing_the_initiative|defence.practical_defensive_chances,ontology_only
defence.practical_defensive_chances,Practical Defensive Chances,Defence,Defensive Methods,,intermediate,7,universal,,defence.defending_a_worse_position|defence.creating_tactical_complications,ontology_only
defence.creating_tactical_complications,Creating Tactical Complications,Defence,Defensive Methods,,intermediate,7,universal,,defence.practical_defensive_chances|defence.reducing_the_opponents_options,ontology_only
defence.reducing_the_opponents_options,Reducing the Opponent’s Options,Defence,Defensive Methods,,intermediate,7,universal,,defence.creating_tactical_complications|defence.active_defence,ontology_only
prophylaxis.opponents_idea,Opponent's Idea,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.prophylaxis|prophylaxis.opponents_threat,ontology_only
prophylaxis.opponents_threat,Opponent's Threat,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.opponents_idea|prophylaxis.preventive_move,ontology_only
prophylaxis.preventive_move,Preventive Move,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.opponents_threat|prophylaxis.preventive_pawn_move,ontology_only
prophylaxis.preventive_pawn_move,Preventive Pawn Move,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.preventive_move|prophylaxis.preventive_exchange,ontology_only
prophylaxis.preventive_exchange,Preventive Exchange,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.preventive_pawn_move|prophylaxis.restricting_counterplay,ontology_only
prophylaxis.restricting_counterplay,Restricting Counterplay,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.preventive_exchange|prophylaxis.stopping_a_pawn_break,ontology_only
prophylaxis.stopping_a_pawn_break,Stopping a Pawn Break,Prophylaxis,Preventive Play,,beginner,7,universal,,prophylaxis.restricting_counterplay|prophylaxis.stopping_piece_activation,ontology_only
prophylaxis.stopping_piece_activation,Stopping Piece Activation,Prophylaxis,Preventive Play,,beginner,7,universal,,prophylaxis.stopping_a_pawn_break|prophylaxis.overprotection,ontology_only
prophylaxis.overprotection,Overprotection,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.stopping_piece_activation|prophylaxis.useful_waiting_move|defence.overprotection,ontology_only
prophylaxis.useful_waiting_move,Useful Waiting Move,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.overprotection|prophylaxis.flexible_prophylaxis,ontology_only
prophylaxis.flexible_prophylaxis,Flexible Prophylaxis,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.useful_waiting_move|prophylaxis.prophylactic_king_move,ontology_only
prophylaxis.prophylactic_king_move,Prophylactic King Move,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.flexible_prophylaxis|prophylaxis.prophylaxis,ontology_only
prophylaxis.prophylaxis,Prophylaxis,Prophylaxis,Preventive Play,,intermediate,7,universal,,prophylaxis.prophylactic_king_move|prophylaxis.opponents_idea,ontology_only
exchanges.favourable_exchange,Favourable Exchange,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.transformation_of_advantages|exchanges.unfavourable_exchange,ontology_only
exchanges.unfavourable_exchange,Unfavourable Exchange,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.favourable_exchange|exchanges.equal_exchange,ontology_only
exchanges.equal_exchange,Equal Exchange,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.unfavourable_exchange|exchanges.exchange_of_defenders,ontology_only
exchanges.exchange_of_defenders,Exchange of Defenders,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.equal_exchange|exchanges.exchange_of_attackers,ontology_only
exchanges.exchange_of_attackers,Exchange of Attackers,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.exchange_of_defenders|exchanges.exchange_of_active_pieces,ontology_only
exchanges.exchange_of_active_pieces,Exchange of Active Pieces,Exchanges and Transformations,Exchange Decisions,,beginner,7,universal,,exchanges.exchange_of_attackers|exchanges.exchange_of_passive_pieces,ontology_only
exchanges.exchange_of_passive_pieces,Exchange of Passive Pieces,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.exchange_of_active_pieces|exchanges.queen_trade,ontology_only
exchanges.queen_trade,Queen Trade,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.exchange_of_passive_pieces|exchanges.rook_trade,ontology_only
exchanges.rook_trade,Rook Trade,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.queen_trade|exchanges.minor_piece_trade,ontology_only
exchanges.minor_piece_trade,Minor-Piece Trade,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.rook_trade|exchanges.pawn_exchange,ontology_only
exchanges.pawn_exchange,Pawn Exchange,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.minor_piece_trade|exchanges.material_transformation|pawn_play.pawn_exchange,ontology_only
exchanges.material_transformation,Material Transformation,Exchanges and Transformations,Exchange Decisions,,advanced,7,universal,,exchanges.pawn_exchange|exchanges.structural_transformation,ontology_only
exchanges.structural_transformation,Structural Transformation,Exchanges and Transformations,Exchange Decisions,,advanced,7,universal,,exchanges.material_transformation|exchanges.endgame_transition|pawn_structures.structural_transformation,ontology_only
exchanges.endgame_transition,Endgame Transition,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.structural_transformation|exchanges.liquidation_into_a_pawn_endgame,ontology_only
exchanges.liquidation_into_a_pawn_endgame,Liquidation into a Pawn Endgame,Exchanges and Transformations,Exchange Decisions,,intermediate,7,universal,,exchanges.endgame_transition|exchanges.simplification_into_a_fortress,ontology_only
exchanges.simplification_into_a_fortress,Simplification into a Fortress,Exchanges and Transformations,Exchange Decisions,,advanced,7,universal,,exchanges.liquidation_into_a_pawn_endgame|exchanges.transformation_of_advantages,ontology_only
exchanges.transformation_of_advantages,Transformation of Advantages,Exchanges and Transformations,Exchange Decisions,,advanced,7,universal,,exchanges.simplification_into_a_fortress|exchanges.favourable_exchange|strategy.transformation_of_advantages,ontology_only
calculation.candidate_move_generation,Candidate-Move Generation,Calculation,Candidate Moves,,intermediate,10,universal,,calculation.final_verification|calculation.checks_captures_and_threats,ontology_only
calculation.checks_captures_and_threats,"Checks, Captures, and Threats",Calculation,Candidate Moves,,intermediate,8,universal,,calculation.candidate_move_generation|calculation.forcing_moves,ontology_only
calculation.forcing_moves,Forcing Moves,Calculation,Candidate Moves,,intermediate,8,universal,,calculation.checks_captures_and_threats|calculation.quiet_candidate_moves,ontology_only
calculation.quiet_candidate_moves,Quiet Candidate Moves,Calculation,Candidate Moves,,intermediate,8,universal,,calculation.forcing_moves|calculation.opponents_best_defence,ontology_only
calculation.opponents_best_defence,Opponent’s Best Defence,Calculation,Verification,,intermediate,8,universal,,calculation.quiet_candidate_moves|calculation.calculation_tree,ontology_only
calculation.calculation_tree,Calculation Tree,Calculation,Calculation Process,,intermediate,8,universal,,calculation.opponents_best_defence|calculation.branch_management,ontology_only
calculation.branch_management,Branch Management,Calculation,Calculation Process,,intermediate,8,universal,,calculation.calculation_tree|calculation.move_order_calculation,ontology_only
calculation.move_order_calculation,Move-Order Calculation,Calculation,Calculation Process,,intermediate,8,universal,,calculation.branch_management|calculation.visualization,ontology_only
calculation.visualization,Visualization,Calculation,Visualization,,intermediate,8,universal,,calculation.move_order_calculation|calculation.board_representation,ontology_only
calculation.board_representation,Board Representation,Calculation,Visualization,,intermediate,8,universal,,calculation.visualization|calculation.calculation_to_a_stable_position,ontology_only
calculation.calculation_to_a_stable_position,Calculation to a Stable Position,Calculation,Calculation Process,,intermediate,8,universal,,calculation.board_representation|calculation.comparing_final_positions,ontology_only
calculation.comparing_final_positions,Comparing Final Positions,Calculation,Calculation Fundamentals,,intermediate,8,universal,,calculation.calculation_to_a_stable_position|calculation.elimination_method,ontology_only
calculation.elimination_method,Elimination Method,Calculation,Calculation Process,,intermediate,8,universal,,calculation.comparing_final_positions|calculation.comparison_method,ontology_only
calculation.comparison_method,Comparison Method,Calculation,Calculation Process,,intermediate,8,universal,,calculation.elimination_method|calculation.pattern_based_calculation,ontology_only
calculation.pattern_based_calculation,Pattern-Based Calculation,Calculation,Calculation Types,,intermediate,8,universal,,calculation.comparison_method|calculation.concrete_calculation,ontology_only
calculation.concrete_calculation,Concrete Calculation,Calculation,Calculation Fundamentals,,intermediate,8,universal,,calculation.pattern_based_calculation|calculation.tactical_calculation,ontology_only
calculation.tactical_calculation,Tactical Calculation,Calculation,Calculation Types,,intermediate,8,universal,,calculation.concrete_calculation|calculation.positional_calculation,ontology_only
calculation.positional_calculation,Positional Calculation,Calculation,Calculation Types,,intermediate,8,universal,,calculation.tactical_calculation|calculation.calculation_of_pawn_races,ontology_only
calculation.calculation_of_pawn_races,Calculation of Pawn Races,Calculation,Calculation Types,,intermediate,8,universal,,calculation.positional_calculation|calculation.calculation_of_exchanges,ontology_only
calculation.calculation_of_exchanges,Calculation of Exchanges,Calculation,Calculation Types,,intermediate,8,universal,,calculation.calculation_of_pawn_races|calculation.calculation_of_king_hunts,ontology_only
calculation.calculation_of_king_hunts,Calculation of King Hunts,Calculation,Calculation Types,,intermediate,8,universal,,calculation.calculation_of_exchanges|calculation.zwischenmoves_in_calculation,ontology_only
calculation.zwischenmoves_in_calculation,Zwischenmoves in Calculation,Calculation,Calculation Fundamentals,,intermediate,8,universal,,calculation.calculation_of_king_hunts|calculation.defensive_resources,ontology_only
calculation.defensive_resources,Defensive Resources,Calculation,Calculation Fundamentals,,intermediate,8,universal,,calculation.zwischenmoves_in_calculation|calculation.counterchecks,ontology_only
calculation.counterchecks,Counterchecks,Calculation,Candidate Moves,,intermediate,8,universal,,calculation.defensive_resources|calculation.countercaptures,ontology_only
calculation.countercaptures,Countercaptures,Calculation,Calculation Fundamentals,,intermediate,8,universal,,calculation.counterchecks|calculation.calculation_discipline,ontology_only
calculation.calculation_discipline,Calculation Discipline,Calculation,Verification,,intermediate,8,universal,,calculation.countercaptures|calculation.avoiding_wishful_thinking,ontology_only
calculation.avoiding_wishful_thinking,Avoiding Wishful Thinking,Calculation,Verification,,intermediate,8,universal,,calculation.calculation_discipline|calculation.avoiding_premature_evaluation,ontology_only
calculation.avoiding_premature_evaluation,Avoiding Premature Evaluation,Calculation,Calculation Fundamentals,,intermediate,8,universal,,calculation.avoiding_wishful_thinking|calculation.horizon_effect,ontology_only
calculation.horizon_effect,Horizon Effect,Calculation,Verification,,intermediate,8,universal,,calculation.avoiding_premature_evaluation|calculation.rechecking_the_initial_position,ontology_only
calculation.rechecking_the_initial_position,Rechecking the Initial Position,Calculation,Verification,,intermediate,8,universal,,calculation.horizon_effect|calculation.blunder_check,ontology_only
calculation.blunder_check,Blunder Check,Calculation,Verification,,beginner,10,universal,,calculation.rechecking_the_initial_position|calculation.final_verification,ontology_only
calculation.final_verification,Final Verification,Calculation,Verification,,intermediate,8,universal,,calculation.blunder_check|calculation.candidate_move_generation,ontology_only
evaluation.material,Material,Evaluation,Position Assessment,,beginner,10,universal,,evaluation.re_evaluation_after_every_move|evaluation.king_safety,ontology_only
evaluation.king_safety,King Safety,Evaluation,Position Assessment,,intermediate,10,universal,,evaluation.material|evaluation.piece_activity|opening.king_safety|piece_evaluation.king_safety,ontology_only
evaluation.piece_activity,Piece Activity,Evaluation,Position Assessment,,intermediate,10,universal,,evaluation.king_safety|evaluation.development|piece_activity.piece_activity,ontology_only
evaluation.development,Development,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.piece_activity|evaluation.initiative,ontology_only
evaluation.initiative,Initiative,Evaluation,Position Assessment,,intermediate,10,universal,,evaluation.development|evaluation.space|strategy.initiative|piece_evaluation.initiative,ontology_only
evaluation.space,Space,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.initiative|evaluation.pawn_structure|piece_evaluation.space,ontology_only
evaluation.pawn_structure,Pawn Structure,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.space|evaluation.weak_squares,ontology_only
evaluation.weak_squares,Weak Squares,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.pawn_structure|evaluation.strong_squares,ontology_only
evaluation.strong_squares,Strong Squares,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.weak_squares|evaluation.passed_pawns,ontology_only
evaluation.passed_pawns,Passed Pawns,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.strong_squares|evaluation.piece_coordination,ontology_only
evaluation.piece_coordination,Piece Coordination,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.passed_pawns|evaluation.tactical_threats|piece_activity.piece_coordination,ontology_only
evaluation.tactical_threats,Tactical Threats,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.piece_coordination|evaluation.dynamic_factors,ontology_only
evaluation.dynamic_factors,Dynamic Factors,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.tactical_threats|evaluation.static_factors,ontology_only
evaluation.static_factors,Static Factors,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.dynamic_factors|evaluation.temporary_advantages,ontology_only
evaluation.temporary_advantages,Temporary Advantages,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.static_factors|evaluation.permanent_advantages,ontology_only
evaluation.permanent_advantages,Permanent Advantages,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.temporary_advantages|evaluation.endgame_potential,ontology_only
evaluation.endgame_potential,Endgame Potential,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.permanent_advantages|evaluation.exchange_evaluation,ontology_only
evaluation.exchange_evaluation,Exchange Evaluation,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.endgame_potential|evaluation.transition_evaluation,ontology_only
evaluation.transition_evaluation,Transition Evaluation,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.exchange_evaluation|evaluation.practical_evaluation,ontology_only
evaluation.practical_evaluation,Practical Evaluation,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.transition_evaluation|evaluation.risk_evaluation,ontology_only
evaluation.risk_evaluation,Risk Evaluation,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.practical_evaluation|evaluation.compensation,ontology_only
evaluation.compensation,Compensation,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.risk_evaluation|evaluation.dominant_imbalance,ontology_only
evaluation.dominant_imbalance,Dominant Imbalance,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.compensation|evaluation.evaluation_after_calculation,ontology_only
evaluation.evaluation_after_calculation,Evaluation after Calculation,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.dominant_imbalance|evaluation.re_evaluation_after_every_move,ontology_only
evaluation.re_evaluation_after_every_move,Re-Evaluation after Every Move,Evaluation,Position Assessment,,intermediate,8,universal,,evaluation.evaluation_after_calculation|evaluation.material,ontology_only
planning.plan_based_on_pawn_structure,Plan Based on Pawn Structure,Planning,Plan Formation,,intermediate,8,universal,,planning.converting_a_positional_advantage|planning.plan_based_on_weaknesses,ontology_only
planning.plan_based_on_weaknesses,Plan Based on Weaknesses,Planning,Plan Formation,,intermediate,8,universal,,planning.plan_based_on_pawn_structure|planning.plan_based_on_piece_placement,ontology_only
planning.plan_based_on_piece_placement,Plan Based on Piece Placement,Planning,Plan Formation,,intermediate,8,universal,,planning.plan_based_on_weaknesses|planning.plan_based_on_king_safety,ontology_only
planning.plan_based_on_king_safety,Plan Based on King Safety,Planning,Plan Formation,,intermediate,8,universal,,planning.plan_based_on_piece_placement|planning.plan_based_on_space,ontology_only
planning.plan_based_on_space,Plan Based on Space,Planning,Plan Formation,,intermediate,8,universal,,planning.plan_based_on_king_safety|planning.plan_based_on_material_imbalance,ontology_only
planning.plan_based_on_material_imbalance,Plan Based on Material Imbalance,Planning,Plan Formation,,beginner,8,universal,,planning.plan_based_on_space|planning.short_term_plan,ontology_only
planning.short_term_plan,Short-Term Plan,Planning,Plan Formation,,intermediate,8,universal,,planning.plan_based_on_material_imbalance|planning.long_term_plan,ontology_only
planning.long_term_plan,Long-Term Plan,Planning,Plan Formation,,intermediate,8,universal,,planning.short_term_plan|planning.improving_the_worst_piece,ontology_only
planning.improving_the_worst_piece,Improving the Worst Piece,Planning,Plan Formation,,intermediate,8,universal,,planning.long_term_plan|planning.creating_a_weakness,ontology_only
planning.creating_a_weakness,Creating a Weakness,Planning,Plan Formation,,intermediate,8,universal,,planning.improving_the_worst_piece|planning.fixing_a_weakness,ontology_only
planning.fixing_a_weakness,Fixing a Weakness,Planning,Plan Formation,,intermediate,8,universal,,planning.creating_a_weakness|planning.creating_a_second_weakness|positional.fixing_a_weakness,ontology_only
planning.creating_a_second_weakness,Creating a Second Weakness,Planning,Plan Formation,,intermediate,8,universal,,planning.fixing_a_weakness|planning.preparing_a_pawn_break,ontology_only
planning.preparing_a_pawn_break,Preparing a Pawn Break,Planning,Plan Formation,,intermediate,8,universal,,planning.creating_a_second_weakness|planning.preventing_the_opponents_plan,ontology_only
planning.preventing_the_opponents_plan,Preventing the Opponent’s Plan,Planning,Plan Formation,,intermediate,8,universal,,planning.preparing_a_pawn_break|planning.switching_plans,ontology_only
planning.switching_plans,Switching Plans,Planning,Plan Formation,,intermediate,8,universal,,planning.preventing_the_opponents_plan|planning.plan_transformation,ontology_only
planning.plan_transformation,Plan Transformation,Planning,Plan Formation,,advanced,8,universal,,planning.switching_plans|planning.choosing_the_correct_wing,ontology_only
planning.choosing_the_correct_wing,Choosing the Correct Wing,Planning,Plan Formation,,intermediate,8,universal,,planning.plan_transformation|planning.manoeuvring,ontology_only
planning.manoeuvring,Manoeuvring,Planning,Plan Formation,,intermediate,8,universal,,planning.choosing_the_correct_wing|planning.accumulating_small_advantages,ontology_only
planning.accumulating_small_advantages,Accumulating Small Advantages,Planning,Plan Formation,,intermediate,8,universal,,planning.manoeuvring|planning.converting_a_positional_advantage,ontology_only
planning.converting_a_positional_advantage,Converting a Positional Advantage,Planning,Plan Formation,,intermediate,8,universal,,planning.accumulating_small_advantages|planning.plan_based_on_pawn_structure,ontology_only
decision_making.critical_moment_identification,Critical-Moment Identification,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.final_blunder_check|decision_making.candidate_move_selection,ontology_only
decision_making.candidate_move_selection,Candidate-Move Selection,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.critical_moment_identification|decision_making.forcing_move_priority,ontology_only
decision_making.forcing_move_priority,Forcing-Move Priority,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.candidate_move_selection|decision_making.comparison_of_candidates,ontology_only
decision_making.comparison_of_candidates,Comparison of Candidates,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.forcing_move_priority|decision_making.commitment_decision,ontology_only
decision_making.commitment_decision,Commitment Decision,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.comparison_of_candidates|decision_making.reversible_move,ontology_only
decision_making.reversible_move,Reversible Move,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.commitment_decision|decision_making.irreversible_move,ontology_only
decision_making.irreversible_move,Irreversible Move,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.reversible_move|decision_making.risk_reward_balance,ontology_only
decision_making.risk_reward_balance,Risk-Reward Balance,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.irreversible_move|decision_making.practical_move_choice,ontology_only
decision_making.practical_move_choice,Practical Move Choice,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.risk_reward_balance|decision_making.strategic_move_choice,ontology_only
decision_making.strategic_move_choice,Strategic Move Choice,Decision Making,Move Selection,,intermediate,7,universal,,decision_making.practical_move_choice|decision_making.tactical_move_choice,ontology_only
